"Word"	"Frequency"
"commedore"	2
"commemorative"	1
"commenced"	1
"commended"	2
"commensurate"	1
"comment"	55
"commentaries"	1
"commentary"	10
"commentator"	5
"commentators"	3
"commenting"	3
"comments"	19
"commerce"	17
"commercial"	40
"commercially"	3
"commercials"	9
"commerzbank"	14
"commiserate"	1
"commissar"	1
"commissars"	1
"commission"	52
"commissioned"	6
"commissioner"	19
"commissioners"	2
"commissions"	4
"commit"	7
"commitment"	16
"commitments"	7
"committed"	31
"committee"	68
"committeeman"	1
"committeemen"	1
"committees"	9
"committing"	2
"commode"	1
"commodities"	2
"commodity"	5
"commodores"	1
"common"	46
"commonly"	10
"commonplace"	2
"commonweal"	1
"commonwealth"	2
"communal"	1
"commune"	3
"communicable"	1
"communicate"	4
"communicated"	2
"communicates"	1
"communicating"	1
"communication"	12
"communications"	17
"communicators"	1
"communism"	3
"communist"	9
"communists"	2
"communities"	24
"community"	104
"commuter"	1
"commuters"	1
"commuting"	1
"como"	1
"compact"	1
"companies"	169
"companion"	3
"companionship"	1
"company"	273
"companywide"	1
"comparable"	1
"comparably"	2
"comparative"	2
"comparatively"	2
"compare"	5
"compared"	59
"compares"	1
"comparing"	3
"comparison"	5
"comparisons"	4
"compartment"	1
"compassion"	5
"compassionate"	2
"compatible"	1
"compatriots"	5
"compel"	1
"compelled"	3
"compelling"	9
"compensate"	4
"compensated"	2
"compensates"	1
"compensation"	15
"compete"	13
"competed"	5
"competence"	2
"competency"	1
"competent"	3
"competing"	11
"competition"	34
"competitions"	6
"competitive"	32
"competitor"	9
"competitors"	12
"compile"	1
"compiled"	3
"compiling"	2
"complacency"	2
"complacent"	1
"complain"	6
"complained"	15
"complaining"	4
"complains"	1
"complaint"	12
"complaints"	17
"complement"	1
"complements"	1
"complete"	31
"completed"	24
"completely"	19
"completes"	4
"completing"	9
"completion"	4
"completions"	2
"completists"	1
"complex"	45
"complexion"	3
"complexities"	2
"complexity"	3
"compliance"	3
"complicated"	15
"complications"	8
"complicit"	4
"complied"	3
"compliment"	4
"complimentary"	3
"complimented"	1
"comply"	1
"component"	5
"components"	2
"comportment"	1
"compose"	1
"composed"	6
"composer"	7
"composers"	2
"composite"	3
"composites"	1
"composition"	6
"compositions"	3
"composure"	2
"compound"	1
"compounded"	2
"compounds"	2
"comprehend"	2
"comprehension"	1
"comprehensive"	9
"compression"	1
"comprise"	1
"comprises"	2
"compromise"	5
"compromised"	2
"compromises"	4
"comps"	1
"compton"	3
"comptroller"	3
"compulsive"	1
"compulsively"	1
"compulsory"	2
"computed"	1
"computer"	45
"computerized"	1
"computers"	13
"computing"	7
"comrades"	1
"comscore"	4
"con"	2
"conan"	1
"conceal"	3
"concealed"	4
"concede"	4
"conceded"	9
"concedes"	5
"conceivably"	1
"conceive"	1
"conceived"	4
"concentrate"	5
"concentrated"	4
"concentrating"	6
"concentration"	3
"concept"	11
"conception"	1
"concepts"	1
"conceptual"	2
"conceptually"	1
"concern"	21
"concerned"	40
"concerning"	5
"concerns"	40
"concert"	15
"concertina"	2
"concerts"	4
"concession"	3
"concierge"	3
"conclude"	4
"concluded"	27
"concludes"	2
"concluding"	3
"conclusion"	19
"conclusions"	9
"concoct"	1
"concocted"	1
"concomitant"	1
"concord"	1
"concordville"	2
"concrete"	17
"concur"	1
"concurred"	1
"concurrence"	1
"concussion"	2
"conde"	1
"condemn"	1
"condemned"	4
"condense"	1
"condescending"	2
"condition"	15
"conditioned"	1
"conditioners"	2
"conditioning"	6
"conditions"	39
"condo"	3
"condoleezza"	2
"condolences"	2
"condom"	6
"condominium"	2
"condoms"	6
"conduct"	12
"conducted"	28
"conducting"	9
"conductor"	4
"conducts"	3
"cones"	1
"coney"	2
"confabs"	1
"confederacy"	1
"confederate"	2
"confer"	2
"conference"	84
"conferences"	9
"conferred"	1
"conferring"	4
"confers"	2
"confessed"	6
"confessing"	1
"confession"	2
"confessions"	1
"confided"	1
"confidence"	56
"confident"	35
"confidential"	8
"confides"	2
"configurations"	1
"configured"	1
"confined"	3
"confirm"	8
"confirmation"	5
"confirmed"	8
"confiscated"	4
"conflagrations"	1
"conflict"	20
"conflicted"	1
"conflicting"	7
"conflicts"	6
"confluence"	1
"conformist"	1
"conforms"	1
"confounding"	2
"confront"	6
"confrontation"	4
"confrontations"	1
"confronted"	7
"confronting"	4
"confucius"	3
"confuse"	2
"confused"	15
"confusing"	5
"confusion"	9
"congenital"	1
"congested"	1
"conglomerate"	1
"congo"	30
"congolese"	13
"congratulate"	3
"congratulations"	1
"congregation"	2
"congregational"	1
"congregations"	4
"congress"	116
"congressional"	44
"congressman"	9
"congressmen"	2
"conjecture"	1
"conjoined"	1
"conjunction"	3
"conjure"	2
"conjures"	3
"conlee"	1
"conley"	2
"conn"	10
"connect"	11
"connected"	19
"connecticut"	17
"connecting"	4
"connection"	21
"connections"	15
"connective"	1
"connectivity"	1
"connects"	5
"connell"	4
"conner"	1
"connery"	1
"connie"	2
"conniewhite"	1
"connived"	1
"conniving"	1
"connoisseur"	1
"connor"	4
"connors"	1
"connotation"	3
"connotes"	1
"conquer"	3
"conquered"	1
"conquest"	1
"conrad"	3
"conroy"	1
"conscience"	2
"conscientious"	1
"conscious"	6
"consciously"	3
"consciousness"	2
"consecutive"	27
"consensus"	11
"consent"	3
"consequence"	3
"consequences"	14
"consequential"	1
"conservation"	6
"conservationism"	1
"conservationist"	1
"conservations"	1
"conservatism"	2
"conservative"	85
"conservatives"	37
"conservatory"	3
"conserve"	3
"consider"	60
"considerable"	8
"considerably"	2
"consideration"	9
"considerations"	3
"considered"	57
"considering"	27
"considers"	10
"consigned"	2
"consigners"	1
"consisted"	6
"consistency"	3
"consistent"	11
"consistently"	12
"consisting"	1
"consists"	2
"consolation"	2
"console"	1
"consolidated"	1
"consolidating"	1
"consolidation"	4
"consort"	1
"consortium"	3
"conspicuous"	1
"conspiracy"	11
"conspirator"	1
"conspired"	1
"conspiring"	4
"constant"	18
"constantina"	3
"constantinides"	3
"constantly"	10
"constellation"	2
"consternation"	1
"constituencies"	1
"constituents"	7
"constitute"	2
"constituted"	1
"constitutes"	8
"constitution"	22
"constitutional"	13
"constitutionality"	1
"constitutionally"	1
"constrain"	2
"constrained"	1
"constraint"	1
"constraints"	1
"construct"	3
"constructed"	6
"constructing"	2
"construction"	46
"constructionists"	1
"consul"	1
"consulate"	2
"consultancy"	1
"consultant"	17
"consultants"	7
"consulted"	3
"consulting"	11
"consults"	1
"consume"	6
"consumed"	7
"consumer"	42
"consumers"	63
"consumes"	1
"consuming"	4
"consummate"	1
"consummated"	1
"consumption"	7
"contact"	36
"contacted"	10
"contacting"	4
"contacts"	4
"contagion"	2
"contagious"	3
"contain"	6
"contained"	4
"container"	3
"containers"	2
"containing"	4
"contains"	5
"contaminant"	1
"contaminants"	1
"contaminated"	9
"contemplate"	1
"contemplating"	1
"contemporaries"	2
"contemporary"	12
"contemporized"	1
"contempt"	2
"contend"	13
"contended"	8
"contender"	15
"contenders"	8
"contending"	5
"contends"	3
"content"	16
"contention"	6
"contentions"	1
"contentious"	3
"contentment"	1
"contents"	3
"contest"	27
"contestant"	1
"contestants"	2
"contested"	11
"contests"	4
"context"	16
"contexts"	3
"continent"	13
"continental"	9
"continents"	1
"contingency"	4
"contingent"	1
"continually"	2
"continue"	68
"continued"	43
"continues"	40
"continuing"	20
"continuity"	2
"continuous"	4
"continuously"	1
"continuum"	1
"contorted"	1
"contoured"	1
"contours"	1
"contra"	4
"contraception"	2
"contraceptives"	1
"contract"	67
"contracted"	3
"contracting"	5
"contraction"	3
"contractor"	8
"contractors"	11
"contracts"	24
"contractual"	1
"contractually"	3
"contradict"	5
"contradicted"	1
"contradictory"	4
"contradicts"	2
"contraption"	1
"contrarian"	1
"contrarians"	1
"contrary"	4
"contrast"	22
"contrasting"	2
"contrasts"	2
"contravention"	1
"contreras"	1
"contribute"	10
"contributed"	23
"contributes"	1
"contributing"	8
"contribution"	12
"contributions"	17
"contributor"	2
"contributors"	6
"contrive"	1
"control"	75
"controlled"	11
"controller"	1
"controlling"	4
"controls"	11
"controversial"	13
"controversies"	2
"controversy"	14
"conundrum"	2
"convene"	2
"convened"	1
"convenience"	3
"convenient"	4
"conveniently"	1
"convention"	39
"conventional"	8
"conventions"	10
"converge"	1
"converged"	1
"convergence"	1
"conversation"	27
"conversations"	20
"converse"	2
"conversed"	1
"conversely"	2
"conversing"	1
"conversion"	15
"conversions"	2
"convert"	8
"converted"	9
"converter"	11
"convertible"	3
"converting"	2
"converts"	1
"convey"	1
"conveyed"	1
"conveys"	1
"convict"	3
"convicted"	31
"conviction"	22
"convictions"	4
"convince"	10
"convinced"	13
"convincing"	9
"convoluted"	1
"convoy"	4
"conway"	3
"coo"	1
"cooing"	2
"cook"	38
"cookbook"	10
"cookbooks"	9
"cooked"	4
"cookie"	5
"cookies"	7
"cookin"	1
"cooking"	19
"cooks"	7
"cookstr"	11
"cool"	27
"cooled"	3
"cooler"	6
"coolers"	1
"coolest"	2
"coolidge"	1
"cooling"	2
"coolly"	4
"cools"	1
"coontz"	2
"coop"	2
"cooper"	36
"cooperate"	3
"cooperated"	3
"cooperating"	1
"cooperation"	7
"cooperative"	9
"coordinate"	3
"coordinated"	8
"coordinates"	2
"coordination"	1
"coordinator"	16
"coors"	1
"cop"	3
"cope"	11
"coped"	1
"copied"	1
"copies"	13
"copley"	2
"copper"	2
"coppola"	1
"cops"	4
"copy"	8
"copying"	1
"copywriters"	1
"coq"	1
"coral"	1
"cord"	4
"cordery"	1
"cordial"	1
"cords"	1
"cordy"	1
"core"	18
"cored"	1
"corelli"	1
"corey"	3
"corkscrewed"	1
"corley"	2
"corn"	5
"cornelia"	1
"cornelius"	1
"cornell"	18
"corner"	41
"cornerback"	21
"cornerbacks"	2
"cornered"	3
"corners"	12
"cornerstone"	2
"cornerstones"	1
"cornfields"	2
"cornmeal"	1
"cornstalks"	1
"cornstarch"	1
"corolla"	2
"coronary"	1
"coronation"	1
"coronavirus"	1
"coroners"	1
"corp"	30
"corporate"	43
"corporation"	6
"corporations"	6
"corporeally"	1
"corps"	36
"corpse"	1
"corpus"	1
"corrales"	10
"correct"	12
"corrected"	3
"correction"	3
"correctional"	1
"corrections"	6
"corrective"	4
"correctly"	5
"correctness"	2
"correlate"	1
"correlation"	1
"correlations"	1
"correspondence"	1
"correspondent"	6
"correspondents"	6
"corresponding"	2
"corridor"	1
"corridors"	1
"corrosive"	1
"corrugated"	1
"corrupt"	10
"corruption"	24
"cortez"	3
"cortland"	1
"cortlandt"	1
"cortney"	1
"corvair"	1
"corvette"	5
"corzine"	1
"cos"	1
"cosell"	1
"cosmetic"	1
"cosmetology"	1
"cosmically"	1
"cosmo"	3
"cosmopolitan"	1
"cosmopulos"	1
"cosmos"	1
"cossette"	1
"cost"	83
"costa"	5
"costco"	3
"costing"	1
"costlier"	1
"costliest"	1
"costly"	13
"costs"	55
"costume"	4
"costumes"	12
"cotel"	16
"cotton"	8
"cottons"	2
"cottonwoods"	1
"couch"	2
"couched"	1
"couches"	2
"cough"	3
"coughing"	2
"coughlin"	6
"could"	793
"couldn"	68
"coulter"	2
"council"	44
"councilman"	8
"councils"	5
"counsel"	12
"counseled"	1
"counseling"	13
"counselor"	5
"count"	44
"countdown"	3
"counted"	31
"counter"	13
"counterattack"	2
"counterattacks"	1
"counterbalance"	1
"counterbalanced"	1
"counterculture"	1
"countered"	3
"counterinsurgency"	2
"counterintuitive"	1
"countermeasure"	1
"counterpart"	8
"counterparts"	7
"counterpoint"	4
"counterproductive"	2
"counterrevolution"	1
"counters"	3
"counterterrorism"	1
"countertops"	1
"countervailing"	1
"counties"	33
"counting"	16
"countless"	12
"countries"	68
"countrified"	1
"country"	328
"countryside"	2
"counts"	16
"county"	133
"coup"	2
"coupe"	8
"couple"	94
"coupled"	1
"couples"	44
"couplet"	1
"coupon"	4
"coupons"	6
"courage"	6
"courageous"	2
"courageously"	1
"couric"	10
"courier"	3
"couriered"	1
"course"	89
"courses"	15
"coursing"	1
"court"	150
"courted"	3
"courtesy"	2
"courthouse"	4
"courting"	2
"courtliness"	1
"courtly"	1
"courtney"	1
"courtroom"	5
"courts"	12
"courtship"	2
"courtyard"	3
"cousin"	15
"cousins"	2
"cousy"	1
"couture"	3
"cove"	1
"covenants"	1
"cover"	56
"coverage"	79
"covered"	36
"covering"	15
"covers"	20
"covert"	2
"covet"	1
"coveted"	2
"covetousness"	1
"cow"	3
"cowan"	14
"coward"	1
"cowardice"	1
"cowboy"	4
"cowboys"	55
"cowell"	1
"cowher"	1
"cowles"	1
"cows"	3
"cox"	21
"coy"	2
"coykendall"	2
"coyly"	2
"coyne"	1
"cozy"	4
"cpl"	1
"cpu"	1
"cpus"	1
"crab"	1
"crabs"	1
"crabtree"	4
"crack"	4
"crackdown"	4
"crackdowns"	1
"cracked"	4
"cracker"	1
"crackers"	2
"cracking"	2
"cracks"	3
"cradle"	2
"cradled"	1
"crady"	3
"craft"	5
"crafted"	1
"crafts"	3
"craftsman"	3
"craftsmanship"	1
"craftsmen"	2
"craggy"	1
"crags"	1
"craig"	32
"craigslist"	4
"cram"	1
"cramer"	3
"crammed"	3
"cramping"	2
"cramps"	1
"crane"	6
"crank"	2
"cranked"	1
"cranking"	1
"cranky"	2
"crap"	1
"craps"	1
"crapshoot"	1
"crash"	10
"crashed"	7
"crashes"	2
"crashing"	3
"crass"	1
"crate"	1
"crates"	2
"crave"	1
"craving"	3
"cravings"	1
"crawford"	4
"crawled"	2
"crawling"	1
"craze"	1
"crazed"	1
"crazier"	1
"crazy"	25
"creaky"	2
"cream"	14
"creamer"	1
"creams"	1
"creamy"	3
"crease"	1
"create"	50
"created"	55
"creates"	9
"creating"	27
"creation"	12
"creations"	4
"creative"	15
"creatives"	1
"creativity"	5
"creator"	2
"creature"	2
"creatures"	3
"credentialed"	1
"credentials"	7
"credibility"	10
"credible"	5
"credibly"	1
"credit"	104
"creditable"	1
"credited"	11
"creditors"	4
"credits"	8
"creditsights"	2
"creed"	5
"creek"	19
"creeping"	3
"creepy"	4
"cremated"	1
"creme"	2
"cremona"	3
"crennel"	3
"creole"	1
"crescendo"	2
"crescent"	1
"crest"	2
"crestfallen"	1
"crevice"	1
"crew"	20
"crews"	3
"cried"	6
"cries"	1
"crime"	39
"crimes"	11
"criminal"	29
"criminalist"	1
"criminalization"	1
"criminalizing"	1
"criminally"	1
"criminals"	8
"criminology"	1
"crimson"	5
"crinkling"	1
"criollo"	1
"cripple"	2
"crippled"	2
"crippling"	1
"cripplingly"	1
"crises"	6
"crisis"	145
"crisp"	10
"crispin"	1
"crispy"	1
"crisscross"	1
"crisscrossed"	2
"crisscrosses"	1
"crisscrossing"	1
"crist"	18
"cristina"	6
"cristodero"	4
"cristoderosptimes"	4
"criteria"	8
"criterion"	1
"critic"	20
"critical"	30
"critically"	1
"criticism"	22
"criticisms"	2
"criticize"	4
"criticized"	13
"criticizing"	4
"critics"	38
"critique"	1
"croatia"	1
"crocker"	2
"crockett"	1
"crocus"	3
"croesus"	1
"crogers"	1
"croissants"	1
"cromwell"	1
"cronyism"	1
"crooked"	1
"croon"	1
"crooning"	2
"crop"	2
"cropped"	3
"cropping"	2
"crops"	6
"cross"	29
"crossed"	16
"crosses"	3
"crossfire"	1
"crosshairs"	1
"crossing"	11
"crossover"	2
"crossovers"	2
"crossroads"	6
"crosstalk"	1
"crosstown"	3
"crossword"	1
"crouch"	1
"crouching"	1
"crow"	12
"crowd"	80
"crowded"	14
"crowding"	1
"crowds"	32
"crown"	14
"crowned"	1
"crowning"	1
"crowns"	1
"crp"	3
"crucial"	23
"crucially"	1
"crucible"	1
"crude"	6
"crudeness"	1
"cruder"	1
"cruel"	2
"cruelties"	1
"cruelty"	2
"crugar"	1
"cruise"	8
"cruised"	1
"cruising"	4
"crumb"	1
"crumbs"	3
"crummy"	2
"crunch"	3
"crunches"	3
"crusade"	4
"crusader"	3
"crusading"	1
"crush"	6
"crushed"	2
"crushing"	4
"crust"	1
"crusty"	1
"crutch"	1
"crutches"	1
"crux"	1
"cruz"	8
"cry"	7
"crying"	7
"crystal"	5
"crystallization"	2
"csm"	2
"csob"	1
"csonka"	1
"ct"	1
"cua"	1
"cub"	1
"cuba"	18
"cuban"	21
"cubby"	4
"cube"	1
"cubed"	1
"cubes"	3
"cubic"	2
"cubicles"	1
"cubs"	6
"cuckoo"	1
"cucumber"	1
"cuddle"	2
"cuddy"	3
"cue"	3
"cues"	3
"cuff"	1
"cuisine"	3
"cuisines"	1
"culinary"	7
"cullen"	3
"culling"	1
"culminate"	1
"culminated"	1
"culminating"	1
"culp"	1
"culpability"	1
"culpable"	1
"culpepper"	1
"culprit"	2
"cult"	1
"cultism"	1
"cultivate"	1
"cultivated"	1
"cultivating"	3
"cultural"	38
"culturally"	4
"culture"	48
"culturelle"	1
"cultures"	4
"culver"	6
"cum"	1
"cumin"	1
"cummings"	6
"cunning"	1
"cunningham"	1
"cuomo"	1
"cup"	43
"cups"	13
"curator"	9
"curatorial"	1
"curators"	1
"curb"	9
"curbelo"	2
"curbing"	4
"cure"	11
"cured"	1
"cures"	1
"curiosity"	3
"curious"	7
"curiously"	1
"curl"	1
"curly"	2
"curmudgeonly"	1
"currency"	21
"current"	100
"currently"	20
"curriculum"	2
"curry"	6
"curse"	5
"cursed"	1
"cursing"	1
"curt"	1
"curtail"	1
"curtain"	3
"curtained"	2
"curtains"	1
"curtis"	2
"curtzman"	2
"curvaceous"	1
"curve"	2
"curved"	2
"cushion"	5
"cushioned"	1
"cusp"	2
"cussedness"	1
"custard"	2
"custeau"	2
"custodian"	1
"custody"	7
"custom"	6
"customarily"	1
"customary"	2
"customer"	13
"customercare"	2
"customers"	51
"customize"	1
"customized"	2
"customs"	14
"cut"	124
"cute"	5
"cutler"	12
"cuts"	38
"cutter"	1
"cutters"	1
"cutting"	33
"cuyahoga"	8
"cvijanovic"	1
"cw"	1
"cy"	1
"cyberrentals"	1
"cycle"	31
"cycles"	6
"cyclist"	1
"cyclists"	2
"cyclone"	1
"cylinder"	4
"cylinders"	3
"cymbal"	1
"cyndi"	1
"cynical"	3
"cynicism"	1
"cynthia"	1
"cypress"	5
"cyprus"	1
"cyr"	4
"cyst"	6
"czar"	1
"czech"	20
"czechoslovakia"	4
"czechs"	5
"d"	297
"da"	11
"dabble"	1
"dabbler"	1
"dabney"	1
"dabs"	1
"dachau"	1
"dad"	18
"dadamssptimes"	2
"daddy"	8
"dade"	3
"dads"	1
"daffodils"	3
"dafri"	4
"daft"	1
"daggers"	2
"dahlias"	2
"dahntay"	1
"dahua"	1
"dahuas"	1
"daily"	53
"dailykos"	1
"daimler"	1
"dairy"	5
"daisies"	1
"dakota"	9
"dalai"	4
"dale"	4
"daley"	5
"dallas"	58
"dally"	1
"dalton"	1
"daly"	2
"dam"	2
"damage"	16
"damaged"	13
"damages"	6
"damaging"	3
"dame"	5
"damen"	1
"damian"	4
"damien"	5
"damn"	3
"damnation"	1
"damned"	1
"damning"	2
"damon"	3
"damp"	3
"dampen"	2
"dams"	1
"dan"	32
"dana"	9
"dance"	18
"danced"	4
"dancer"	4
"dancers"	4
"dancing"	18
"dang"	1
"danger"	17
"dangerous"	30
"dangerously"	1
"dangers"	1
"dangle"	1
"dangles"	1
"dangling"	3
"dani"	1
"daniel"	25
"daniella"	2
"danielle"	1
"daniels"	1
"danielson"	6
"danielsson"	3
"danish"	2
"danner"	1
"danny"	7
"dante"	1
"danville"	3
"dany"	3
"danzig"	1
"daphne"	1
"dara"	1
"darcy"	1
"dare"	2
"darfur"	1
"dargis"	2
"darin"	1
"daring"	4
"dario"	1
"dark"	34
"darkened"	2
"darker"	3
"darkest"	4
"darkly"	2
"darkness"	5
"darkroom"	1
"darling"	5
"darnell"	2
"darrel"	1
"darrell"	1
"darrelle"	1
"darren"	5
"darted"	2
"darting"	2
"dartmouth"	10
"dartmouths"	1
"darts"	1
"daschle"	1
"dash"	6
"dashboard"	1
"dashed"	4
"dashing"	2
"data"	66
"database"	9
"databases"	3
"date"	33
"dated"	7
"dateline"	4
"datelines"	1
"dates"	2
"dating"	3
"dauce"	1
"daughter"	69
"daughters"	25
"dauman"	1
"daunte"	1
"daunting"	6
"dave"	10
"davenport"	3
"david"	117
"davidoff"	1
"davidson"	2
"davie"	2
"davies"	1
"davis"	35
"dawdle"	2
"dawgs"	1
"dawidziak"	1
"dawn"	14
"dawning"	1
"dawns"	1
"dawson"	8
"dax"	2
"day"	505
"dayan"	3
"daybed"	1
"daycare"	1
"daydreams"	1
"daylight"	3
"dayoo"	1
"days"	309
"dayspring"	1
"daytime"	1
"dayton"	3
"daytona"	5
"daze"	4
"dazed"	2
"dazs"	1
"dazzle"	1
"dazzled"	1
"dazzling"	1
"dc"	4
"ddt"	1
"de"	56
"deacons"	4
"dead"	36
"deadbolts"	1
"deadlier"	2
"deadliest"	1
"deadline"	2
"deadlines"	2
"deadlock"	2
"deadlocked"	2
"deadly"	8
"deaf"	1
"deafening"	1
"deal"	166
"dealbook"	2
"dealer"	10
"dealers"	22
"dealership"	4
"dealerships"	10
"dealing"	20
"dealings"	5
"dealmaking"	1
"dealogic"	2
"deals"	48
"dealt"	5
"dean"	28
"deangelo"	3
"dear"	6
"death"	76
"deathly"	1
"deathness"	1
"deaths"	11
"debacle"	2
"debased"	2
"debatable"	2
"debate"	55
"debated"	6
"debates"	22
"debating"	2
"debauchery"	1
"debbie"	5
"debby"	2
"debi"	1
"debilitating"	2
"debit"	1
"debonair"	1
"deborah"	7
"debra"	4
"debris"	5
"debs"	1
"debt"	65
"debts"	8
"debut"	23
"debuted"	3
"debuting"	1
"debuts"	1
"dec"	33
"decade"	43
"decadent"	2
"decades"	78
"decamp"	1
"decaying"	3
"deceased"	1
"deceits"	1
"deceivingly"	1
"december"	20
"decency"	1
"decent"	10
"deception"	1
"deceptive"	1
"decide"	34
"decided"	67
"decidedly"	5
"deciders"	1
"decides"	5
"deciding"	12
"decimated"	2
"deciphering"	2
"decisi"	1
"decision"	106
"decisions"	44
"decisive"	12
"decisively"	5
"deck"	4
"decked"	1
"deckhand"	2
"decks"	1
"declaration"	2
"declare"	5
"declared"	29
"declares"	1
"declaring"	7
"declassified"	2
"decline"	35
"declined"	69
"declines"	15
"declining"	17
"deco"	1
"decolonization"	1
"decomposing"	1
"decompression"	1
"deconstruct"	1
"decorate"	1
"decorated"	3
"decorations"	1
"decorous"	1
"decoy"	3
"decoys"	1
"decrease"	2
"decreased"	2
"decreases"	1
"decreasing"	1
"decree"	1
"decrees"	1
"decrepit"	2
"decried"	1
"decriminalization"	1
"decriminalize"	2
"deddrick"	2
"dedicated"	2
"dedication"	1
"deductible"	1
"deductions"	4
"dee"	10
"deeded"	1
"deeds"	1
"deemed"	7
"deena"	1
"deep"	55
"deepened"	5
"deepening"	2
"deeper"	14
"deepest"	3
"deeply"	15
"deer"	4
"deevy"	1
"def"	1
"defamation"	1
"defamatory"	3
"default"	5
"defaulted"	5
"defaulting"	2
"defeat"	32
"defeated"	12
"defeating"	4
"defeats"	6
"defect"	2
"defected"	1
"defections"	2
"defective"	1
"defects"	1
"defend"	20
"defendant"	5
"defendants"	5
"defended"	6
"defender"	11
"defenders"	8
"defending"	19
"defense"	139
"defenseless"	1
"defenseman"	5
